tic,time,open,high,low,close,volume,day
688567.sh,2022-03-21,26.75,27.48,26.1,26.36,62434,0
688567.sh,2022-03-22,26.22,26.47,25.88,26.12,40077,1
688567.sh,2022-03-23,26.19,26.31,25.59,25.92,37677,2
688567.sh,2022-03-24,25.76,25.76,24.98,25.43,36143,3
688567.sh,2022-03-25,25.25,25.43,24.63,24.7,45100,4
688567.sh,2022-03-28,24.86,24.9,23.8,24.0,44932,0
688567.sh,2022-03-29,24.22,24.39,23.7,23.95,33466,1
688567.sh,2022-03-30,23.95,24.87,23.93,24.81,46673,2
688567.sh,2022-03-31,24.79,24.89,23.8,24.05,39982,3
688567.sh,2022-04-01,23.96,24.18,23.25,24.16,39546,4
688567.sh,2022-04-06,24.05,24.18,23.46,23.81,37862,2
688567.sh,2022-04-07,23.48,24.15,23.42,23.8,49717,3
688567.sh,2022-04-08,23.8,23.86,22.79,23.29,53094,4
688567.sh,2022-04-11,23.2,23.2,21.13,21.36,74660,0
688567.sh,2022-04-12,21.62,21.84,20.89,21.77,68106,1
688567.sh,2022-04-13,21.56,22.11,21.23,21.62,40879,2
688567.sh,2022-04-14,21.85,22.22,21.36,21.53,35679,3
688567.sh,2022-04-15,21.48,21.48,20.87,21.28,40868,4
688567.sh,2022-04-18,21.32,21.97,20.9,21.8,40428,0
688567.sh,2022-04-19,21.8,22.18,21.3,21.54,34276,1
688567.sh,2022-04-20,21.59,21.6,20.85,21.09,33674,2
688567.sh,2022-04-21,20.99,21.13,19.64,19.7,54028,3
688567.sh,2022-04-22,19.9,20.27,19.61,19.85,39640,4
688567.sh,2022-04-25,19.38,19.67,17.99,18.01,66236,0
688567.sh,2022-04-26,18.07,18.2,16.93,17.2,61966,1
688567.sh,2022-04-27,16.89,18.24,16.38,18.13,75661,2
688567.sh,2022-04-28,18.0,18.2,17.3,17.68,46493,3
688567.sh,2022-04-29,18.04,19.31,17.57,19.13,71173,4
688567.sh,2022-05-05,18.89,19.13,18.18,18.6,77688,3
688567.sh,2022-05-06,18.2,18.67,17.87,18.38,46626,4
688567.sh,2022-05-09,18.46,19.29,18.45,18.91,47496,0
688567.sh,2022-05-10,18.61,20.56,18.53,20.55,96409,1
688567.sh,2022-05-11,20.61,21.75,20.31,20.82,102696,2
688567.sh,2022-05-12,20.63,21.28,20.34,20.94,52164,3
688567.sh,2022-05-13,21.0,21.89,20.8,21.56,58791,4
688567.sh,2022-05-16,21.83,22.3,21.37,21.67,60112,0
688567.sh,2022-05-17,21.5,22.26,21.37,22.06,57024,1
688567.sh,2022-05-18,22.04,22.44,21.85,22.3,60879,2
688567.sh,2022-05-19,21.91,22.36,21.59,22.22,56119,3
688567.sh,2022-05-20,22.25,22.94,22.06,22.71,61009,4
688567.sh,2022-05-23,22.48,22.75,21.9,22.46,68776,0
688567.sh,2022-05-24,22.5,22.57,21.18,21.22,72055,1
688567.sh,2022-05-25,21.28,21.57,20.97,21.27,49909,2
688567.sh,2022-05-26,21.41,21.65,20.81,21.31,47047,3
688567.sh,2022-05-27,21.55,22.88,21.55,22.35,102784,4
688567.sh,2022-05-30,22.39,22.5,21.89,21.97,67405,0
688567.sh,2022-05-31,21.99,22.66,21.88,22.5,58691,1
688567.sh,2022-06-01,22.59,23.89,22.27,23.64,82272,2
