read amount,comments,title,content link,author,create time
123,0,中科曙光07月12日获沪股通增持6.96万股,"/news,603019,1330241290.html",中科曙光资讯,07-13 09:11
295,5,中科曙光：连续3日融资净买入累计1.17亿元（07-12）,"/news,603019,1330224074.html",中科曙光资讯,07-13 07:41
265,4,中科曙光7月12日盘中跌幅达5%,"/news,603019,1329949432.html",中科曙光资讯,07-12 01:19
195,0,中科曙光：融资净买入3571.8万元，融资余额40.38亿元（07-11）,"/news,603019,1329729260.html",中科曙光资讯,07-12 07:34
183,1,中科曙光07月10日获沪股通增持3.53万股,"/news,603019,1329311090.html",中科曙光资讯,07-11 09:09
219,0,中科曙光：融资净买入4640.7万元，两市排名第19（07-10）,"/news,603019,1329297555.html",中科曙光资讯,07-11 07:47
162,0,中科曙光本周融资净偿还1.86亿元，两市排名第八,"/news,603019,1328840729.html",大眼看两融,07-09 03:04
173,0,中科曙光本周沪股通持股市值增加4886.97万元，居计算机设备板块第五,"/news,603019,1328834973.html",胖猫周周见,07-09 02:04
647,5,中科曙光07月07日获沪股通增持90.89万股,"/news,603019,1328764765.html",中科曙光资讯,07-08 09:00
216,0,中科曙光：连续3日融资净偿还累计1.63亿元（07-07）,"/news,603019,1328759638.html",中科曙光资讯,07-08 07:41
135,3,中科曙光7月7日盘中跌幅达5%,"/news,603019,1328477276.html",中科曙光资讯,07-07 10:21
273,3,中科曙光7月7日加速下跌,"/news,603019,1328419728.html",中科曙光资讯,07-07 09:43
181,0,中科曙光07月06日被沪股通减持9.81万股,"/news,603019,1328379500.html",中科曙光资讯,07-07 09:07
268,1,中科曙光：融资净偿还3758.18万元，融资余额39.95亿元（07-06）,"/news,603019,1328365571.html",中科曙光资讯,07-07 07:40
215,0,中科曙光07月05日被沪股通减持1.16万股,"/news,603019,1327920143.html",中科曙光资讯,07-06 09:05
234,1,中科曙光：融资净偿还8636.71万元，两市排名第九（07-05）,"/news,603019,1327905592.html",中科曙光资讯,07-06 07:38
285,0,中科曙光07月04日被沪股通减持59万股,"/news,603019,1327463991.html",中科曙光资讯,07-05 09:03
249,0,中科曙光：融资净买入1487.21万元，融资余额41.19亿元（07-04）,"/news,603019,1327450547.html",中科曙光资讯,07-05 07:43
236,0,中科曙光07月03日获沪股通增持82.74万股,"/news,603019,1327014778.html",中科曙光资讯,07-04 09:23
188,0,中科曙光：融资净偿还3766.61万元，融资余额41.04亿元（07-03）,"/news,603019,1326993654.html",中科曙光资讯,07-04 07:39
147,0,中科曙光本周融资净偿还1.71亿元，两市排名第18,"/news,603019,1326462995.html",大眼看两融,07-02 03:03
197,1,中科曙光本周沪股通持股市值减少1672.31万元，居计算机设备板块第五,"/news,603019,1326457981.html",胖猫周周见,07-02 02:06
677,2,中科曙光06月30日被沪股通减持36.85万股,"/news,603019,1326371849.html",中科曙光资讯,07-01 08:08
263,0,中科曙光：融资净买入133.61万元，融资余额41.42亿元（06-30）,"/news,603019,1326367512.html",中科曙光资讯,07-01 07:36
901,0,中科曙光06月29日被沪股通减持76.13万股,"/news,603019,1325939238.html",中科曙光资讯,06-30 08:06
189,0,中科曙光：融资净偿还5869.98万元，两市排名第12（06-29）,"/news,603019,1325937274.html",中科曙光资讯,06-30 07:55
761,2,中科曙光06月28日获沪股通增持54.35万股,"/news,603019,1325483562.html",中科曙光资讯,06-29 08:08
235,0,中科曙光：融资净买入4247.37万元，融资余额41.99亿元（06-28）,"/news,603019,1325478881.html",中科曙光资讯,06-29 07:40
451,9,中科曙光6月28日快速反弹,"/news,603019,1325048645.html",中科曙光资讯,06-28 09:38
640,2,中科曙光06月27日被沪股通减持70.15万股,"/news,603019,1325009177.html",中科曙光资讯,06-28 08:07
341,0,中科曙光：融资净偿还1.16亿元，两市排名第四（06-27）,"/news,603019,1325003341.html",中科曙光资讯,06-28 07:34
657,1,中科曙光06月26日获沪股通增持92.41万股,"/news,603019,1324575121.html",中科曙光资讯,06-27 08:06
172,0,中科曙光：融资净偿还4008.7万元，融资余额42.73亿元（06-26）,"/news,603019,1324572942.html",中科曙光资讯,06-27 07:53
41820,133,中科曙光(603019)龙虎榜数据(06-26),"/news,603019,1324449518.html",中科曙光资讯,06-26 04:59
4862,9,多主力现身龙虎榜，中科曙光跌停（06-26）,"/news,603019,1324448896.html",中科曙光资讯,06-26 04:56
237,3,中科曙光6月26日打开跌停,"/news,603019,1324392324.html",中科曙光资讯,06-26 02:43
177,2,中科曙光6月26日盘中跌停,"/news,603019,1324391200.html",中科曙光资讯,06-26 02:42
162,3,中科曙光6月26日盘中跌幅达5%,"/news,603019,1324179337.html",中科曙光资讯,06-26 09:58
355,0,中科曙光本周融资净买入2.86亿元，两市排名第五,"/news,603019,1323973261.html",大眼看两融,06-25 03:03
323,0,中科曙光：连续7日融资净买入累计5.07亿元（06-21）,"/news,603019,1323735047.html",中科曙光资讯,06-22 08:08
573,0,中科曙光06月21日被沪股通减持86.82万股,"/news,603019,1323732907.html",中科曙光资讯,06-22 07:52
132,0,中科曙光6月21日盘中跌幅达5%,"/news,603019,1323311097.html",中科曙光资讯,06-21 09:39
584,1,中科曙光06月20日获沪股通增持111.56万股,"/news,603019,1323263103.html",中科曙光资讯,06-21 08:09
292,0,中科曙光：融资净买入7474.8万元，两市排名第20（06-20）,"/news,603019,1323255372.html",中科曙光资讯,06-21 07:33
169,1,中科曙光6月20日加速下跌,"/news,603019,1322814602.html",中科曙光资讯,06-20 09:45
266,0,中科曙光06月19日被沪股通减持7.87万股,"/news,603019,1322761411.html",中科曙光资讯,06-20 08:12
232,0,中科曙光：融资净买入1.76亿元，两市排名第八（06-19）,"/news,603019,1322755817.html",中科曙光资讯,06-20 07:39
122753,532,暴涨！又是光模块！AI概念继续大涨,"/news,603019,1322490001.html",中科曙光资讯,06-19 12:53
7303,54,中科曙光盘中创历史新高,"/news,603019,1322437370.html",中科曙光资讯,06-19 10:53
66,0,中科曙光6月19日快速回调,"/news,603019,1322325704.html",中科曙光资讯,06-19 09:35
232,0,中科曙光本周融资净买入1.2亿元，居计算机设备板块第三,"/news,603019,1322205404.html",大眼看两融,06-18 03:04
276,1,中科曙光本周沪股通持股市值减少7724.81万元，居计算机设备板块第三,"/news,603019,1322199800.html",胖猫周周见,06-18 02:04
787,2,中科曙光06月16日被沪股通减持74.76万股,"/news,603019,1322099895.html",中科曙光资讯,06-17 08:02
259,0,中科曙光：连续4日融资净买入累计2.21亿元（06-16）,"/news,603019,1322096852.html",中科曙光资讯,06-17 07:39
48808,131,全球首个全模态AI大模型紫东太初2.0发布 哪些A股上市公司与其有合作？,"/news,603019,1321964263.html",中科曙光资讯,06-16 03:22
409,0,中科曙光06月15日被沪股通减持45.15万股,"/news,603019,1321624923.html",中科曙光资讯,06-16 07:53
261,0,中科曙光：连续3日融资净买入累计1.84亿元（06-15）,"/news,603019,1321623305.html",中科曙光资讯,06-16 07:37
475,1,中科曙光06月14日被沪股通减持66.62万股,"/news,603019,1321109995.html",中科曙光资讯,06-15 08:03
204,0,中科曙光：融资净买入1.11亿元，两市排名第五（06-14）,"/news,603019,1321108532.html",中科曙光资讯,06-15 07:55
33766,24,大宗交易：中科曙光成交505.31万元，折价4.01%（06-14）,"/news,603019,1320988518.html",中科曙光资讯,06-14 05:17
193,4,中科曙光6月14日快速上涨,"/news,603019,1320897639.html",中科曙光资讯,06-14 02:15
415,0,中科曙光06月13日获沪股通增持132.67万股,"/news,603019,1320600354.html",中科曙光资讯,06-14 07:55
241,1,中科曙光：融资净买入4602.05万元，融资余额38.52亿元（06-13）,"/news,603019,1320597302.html",中科曙光资讯,06-14 07:38
405,0,中科曙光06月12日被沪股通减持88.15万股,"/news,603019,1320119316.html",中科曙光资讯,06-13 07:57
218,0,中科曙光：融资净偿还1亿元，两市排名第七（06-12）,"/news,603019,1320115635.html",中科曙光资讯,06-13 07:36
290,0,中科曙光本周融资净买入2.71亿元，两市排名第二,"/news,603019,1319569310.html",大眼看两融,06-11 03:04
317,1,中科曙光本周沪股通持股市值减少1.7亿元，居计算机设备板块第一,"/news,603019,1319563589.html",胖猫周周见,06-11 02:04
481,1,中科曙光06月09日获沪股通增持38.49万股,"/news,603019,1319468717.html",中科曙光资讯,06-10 08:00
275,0,XD中科曙：融资净买入1.35亿元，两市排名第八（06-09）,"/news,603019,1319464903.html",中科曙光资讯,06-10 07:35
129,1,XD中科曙6月9日盘中涨幅达5%,"/news,603019,1319243471.html",中科曙光资讯,06-09 01:42
243,4,XD中科曙6月9日快速反弹,"/news,603019,1319035842.html",中科曙光资讯,06-09 09:43
167,0,中科曙光：融资净偿还293.77万元，融资余额37.72亿元（06-08）,"/news,603019,1318981718.html",中科曙光资讯,06-09 08:00
363,0,中科曙光06月08日被沪股通减持214.06万股,"/news,603019,1318979442.html",中科曙光资讯,06-09 07:48
446,2,中科曙光06月07日被沪股通减持218.63万股,"/news,603019,1318484126.html",中科曙光资讯,06-08 07:58
192,0,中科曙光：融资净买入3437.12万元，融资余额37.75亿元（06-07）,"/news,603019,1318480149.html",中科曙光资讯,06-08 07:36
511,3,中科曙光06月06日获沪股通增持62.89万股,"/news,603019,1318012201.html",中科曙光资讯,06-07 08:02
160,0,中科曙光：融资净偿还1795.15万元，融资余额37.33亿元（06-06）,"/news,603019,1318007272.html",中科曙光资讯,06-07 07:37
423,1,中科曙光06月05日被沪股通减持14.65万股,"/news,603019,1317486316.html",中科曙光资讯,06-06 07:59
207,0,中科曙光：融资净买入1.22亿元，两市排名第六（06-05）,"/news,603019,1317481710.html",中科曙光资讯,06-06 07:33
12119,53,中科曙光：公司可为飞机研制等领域提供实时仿真、工业测控等多方面应用,"/news,603019,1317453503.html",中科曙光资讯,06-05 10:32
17030,57,中科曙光：公司各类高端计算产品销售均呈增长态势，预计智能计算产品需求将逐步提升,"/news,603019,1317320294.html",中科曙光资讯,06-05 02:49
294,0,中科曙光本周融资净买入2.01亿元，两市排名第11,"/news,603019,1316967805.html",大眼看两融,06-04 03:03
371,1,中科曙光本周沪股通持股市值减少1.23亿元，居计算机设备板块第一,"/news,603019,1316962586.html",胖猫周周见,06-04 02:04
1252,4,中科曙光06月02日获沪股通增持13.14万股,"/news,603019,1316880350.html",中科曙光资讯,06-03 07:57
303,0,中科曙光：融资净偿还3228.43万元，融资余额36.28亿元（06-02）,"/news,603019,1316877107.html",中科曙光资讯,06-03 07:36
632,3,中科曙光06月01日被沪股通减持218.19万股,"/news,603019,1316371484.html",中科曙光资讯,06-02 07:59
328,0,中科曙光：融资净买入1.14亿元，两市排名第六（06-01）,"/news,603019,1316367154.html",中科曙光资讯,06-02 07:36
206,0,中科曙光6月1日快速反弹,"/news,603019,1315868211.html",中科曙光资讯,06-01 09:39
