read amount,comments,title,content link,author,create time
136,0,中航沈飞07月12日被沪股通减持27.86万股,"/news,600760,1330226427.html",中航沈飞资讯,07-13 07:54
82,0,中航沈飞：连续3日融资净偿还累计3082.36万元（07-12）,"/news,600760,1330224828.html",中航沈飞资讯,07-13 07:45
148,2,中航沈飞07月11日被沪股通减持10.45万股,"/news,600760,1329732251.html",中航沈飞资讯,07-12 07:52
93,0,中航沈飞：融资净偿还791.61万元，融资余额8.7亿元（07-11）,"/news,600760,1329731666.html",中航沈飞资讯,07-12 07:48
165,0,中航沈飞07月10日获沪股通增持21.29万股,"/news,600760,1329298426.html",中航沈飞资讯,07-11 07:53
95,0,中航沈飞：融资净偿还1081.97万元，融资余额8.78亿元（07-10）,"/news,600760,1329296969.html",中航沈飞资讯,07-11 07:42
115,0,中航沈飞本周融资净买入1582.21万元，居航天航空板块第七,"/news,600760,1328840813.html",大眼看两融,07-09 03:04
108,0,中航沈飞本周沪股通持股市值增加814.33万元，居航天航空板块第七,"/news,600760,1328835855.html",胖猫周周见,07-09 02:11
273,0,中航沈飞07月07日被沪股通减持17.02万股,"/news,600760,1328760833.html",中航沈飞资讯,07-08 07:51
153,0,中航沈飞：连续4日融资净买入累计3139.6万元（07-07）,"/news,600760,1328758920.html",中航沈飞资讯,07-08 07:35
297,1,中航沈飞07月06日获沪股通增持57.27万股,"/news,600760,1328367370.html",中航沈飞资讯,07-07 07:53
144,0,中航沈飞：连续3日融资净买入累计2731.96万元（07-06）,"/news,600760,1328365040.html",中航沈飞资讯,07-07 07:37
205,0,中航沈飞07月05日被沪股通减持20.55万股,"/news,600760,1327909277.html",中航沈飞资讯,07-06 07:59
114,0,中航沈飞：融资净买入1655.07万元，融资余额8.85亿元（07-05）,"/news,600760,1327904883.html",中航沈飞资讯,07-06 07:34
181,0,中航沈飞07月04日获沪股通增持7.01万股,"/news,600760,1327452979.html",中航沈飞资讯,07-05 08:00
108,0,中航沈飞：融资净买入1055.32万元，融资余额8.68亿元（07-04）,"/news,600760,1327451323.html",中航沈飞资讯,07-05 07:47
141,1,中航沈飞：融资余额8.58亿元，创近一年新低（07-03）,"/news,600760,1326996459.html",中航沈飞资讯,07-04 07:58
186,1,中航沈飞07月03日被沪股通减持7.95万股,"/news,600760,1326995996.html",中航沈飞资讯,07-04 07:54
239,0,中航沈飞本周融资净偿还1.17亿元，居航天航空板块第一,"/news,600760,1326463455.html",大眼看两融,07-02 03:04
174,0,中航沈飞本周沪股通持股市值减少2509.08万元，居航天航空板块第一,"/news,600760,1326458268.html",胖猫周周见,07-02 02:08
286,0,中航沈飞06月30日被沪股通减持78.97万股,"/news,600760,1326368485.html",中航沈飞资讯,07-01 07:43
202,0,中航沈飞：融资余额8.73亿元，创近一年新低（06-30）,"/news,600760,1326367298.html",中航沈飞资讯,07-01 07:34
184,2,中航沈飞6月30日快速上涨,"/news,600760,1325971872.html",中航沈飞资讯,06-30 09:33
163,1,中航沈飞：融资余额9.17亿元，创近一年新低（06-29）,"/news,600760,1325937021.html",中航沈飞资讯,06-30 07:54
194,0,中航沈飞06月29日获沪股通增持2.38万股,"/news,600760,1325935133.html",中航沈飞资讯,06-30 07:43
120,0,中航沈飞6月29日快速上涨,"/news,600760,1325525349.html",中航沈飞资讯,06-29 09:41
192,0,中航沈飞06月28日获沪股通增持5.32万股,"/news,600760,1325480520.html",中航沈飞资讯,06-29 07:51
140,0,中航沈飞：融资余额9.61亿元，创近一年新低（06-28）,"/news,600760,1325478157.html",中航沈飞资讯,06-29 07:36
256,0,中航沈飞06月27日被沪股通减持338.91万股,"/news,600760,1325005069.html",中航沈飞资讯,06-28 07:44
96,0,DR中航沈：融资余额9.64亿元，创近一年新低（06-27）,"/news,600760,1325003273.html",中航沈飞资讯,06-28 07:34
153,0,DR中航沈6月27日快速上涨,"/news,600760,1324626849.html",中航沈飞资讯,06-27 09:47
169,0,中航沈飞：融资余额9.79亿元，创近一年新低（06-26）,"/news,600760,1324572038.html",中航沈飞资讯,06-27 07:48
337,0,中航沈飞06月26日获沪股通增持254.99万股,"/news,600760,1324570187.html",中航沈飞资讯,06-27 07:36
178,0,中航沈飞本周融资净偿还5218.47万元，居航天航空板块第一,"/news,600760,1323973524.html",大眼看两融,06-25 03:03
212,0,中航沈飞：融资余额9.91亿元，创近一年新低（06-21）,"/news,600760,1323734828.html",中航沈飞资讯,06-22 08:06
243,0,中航沈飞06月21日被沪股通减持16.81万股,"/news,600760,1323730510.html",中航沈飞资讯,06-22 07:34
