read amount,comments,title,content link,author,create time
130,0,用友网络07月12日获沪股通增持47.67万股,"/news,600588,1330225346.html",用友网络资讯,07-13 07:48
86,0,用友网络：融资余额19.07亿元，创近一年新低（07-12）,"/news,600588,1330222814.html",用友网络资讯,07-13 07:34
103,0,用友网络：融资净偿还379.57万元，融资余额19.86亿元（07-11）,"/news,600588,1329732022.html",用友网络资讯,07-12 07:50
172,2,用友网络07月11日被沪股通减持26.69万股,"/news,600588,1329730566.html",用友网络资讯,07-12 07:42
181,0,用友网络07月10日获沪股通增持256.86万股,"/news,600588,1329298040.html",用友网络资讯,07-11 07:50
104,0,用友网络：融资净买入1202.06万元，融资余额19.9亿元（07-10）,"/news,600588,1329295824.html",用友网络资讯,07-11 07:34
1610,7,用友网络：北京用友科技及其一致行动人累计质押数量约为2.66亿股,"/news,600588,1329223630.html",用友网络资讯,07-10 07:10
1729,10,用友网络：公司主营业务为云服务与软件业务,"/news,600588,1329070406.html",用友网络资讯,07-10 12:26
123,0,用友网络连续2周融资净买入合计2508.31万元,"/news,600588,1328840566.html",大眼看两融,07-09 03:03
131,0,用友网络本周沪股通持股市值减少7679.36万元，居软件开发板块第四,"/news,600588,1328835207.html",胖猫周周见,07-09 02:06
445,0,用友首个全球交付中心在南昌成立,"/news,600588,1328898833.html",用友网络资讯,07-09 10:56
3826,20,用友首个全球交付中心在南昌成立,"/news,600588,1328820355.html",用友网络资讯,07-09 09:07
427,3,用友网络07月07日获沪股通增持217.88万股,"/news,600588,1328760523.html",用友网络资讯,07-08 07:48
104,0,用友网络：融资净偿还29.41万元，融资余额19.78亿元（07-07）,"/news,600588,1328758496.html",用友网络资讯,07-08 07:31
156,0,用友网络07月06日被沪股通减持156.31万股,"/news,600588,1328366525.html",用友网络资讯,07-07 07:46
94,0,用友网络：融资净偿还596.11万元，融资余额19.78亿元（07-06）,"/news,600588,1328364010.html",用友网络资讯,07-07 07:30
166,0,用友网络07月05日被沪股通减持196.98万股,"/news,600588,1327908058.html",用友网络资讯,07-06 07:51
114,0,用友网络：连续8日融资净买入累计3133.83万元（07-05）,"/news,600588,1327905104.html",用友网络资讯,07-06 07:35
161,1,用友网络07月04日被沪股通减持222.72万股,"/news,600588,1327451420.html",用友网络资讯,07-05 07:48
85,0,用友网络：连续7日融资净买入累计2170.97万元（07-04）,"/news,600588,1327448480.html",用友网络资讯,07-05 07:32
