read amount,comments,title,content link,author,create time
323,0,北向资金成交情况概览(08-02),"/news,600595,1337327687.html",数据快报,08-02 03:02
6980,143,中孚实业：目前没有室温超导技术 只有高温超导应用项目,"/news,600595,1337321212.html",中孚实业资讯,08-02 02:51
100,1,中孚实业：融资余额9086.27万元，创近一年新高（08-01）,"/news,600595,1337033230.html",中孚实业资讯,08-02 07:53
105,0,中孚实业08月01日被沪股通减持477.88万股,"/news,600595,1337031110.html",中孚实业资讯,08-02 07:38
103,1,中孚实业：融资净买入56.01万元，融资余额7648.99万元（07-31）,"/news,600595,1336585226.html",中孚实业资讯,08-01 07:47
147,2,中孚实业07月31日被沪股通减持258.75万股,"/news,600595,1336584320.html",中孚实业资讯,08-01 07:42
97,0,中孚实业7月31日快速上涨,"/news,600595,1336143909.html",中孚实业资讯,07-31 09:34
91,0,中孚实业本周融资净买入78.9万元，居有色金属板块第十七,"/news,600595,1336043103.html",大眼看两融,07-30 03:03
175,1,中孚实业：本周沪股通持股量环比增加41%，周内增仓幅度居有色金属板块第八,"/news,600595,1336037983.html",胖猫周周见,07-30 02:08
197,1,中孚实业07月28日获沪股通增持109.19万股,"/news,600595,1335946632.html",中孚实业资讯,07-29 07:54
104,0,中孚实业：融资净偿还35.5万元，融资余额7592.98万元（07-28）,"/news,600595,1335944605.html",中孚实业资讯,07-29 07:37
161,0,中孚实业07月27日获沪股通增持87.42万股,"/news,600595,1335477145.html",中孚实业资讯,07-28 07:54
113,0,中孚实业：融资净买入117.08万元，融资余额7628.48万元（07-27）,"/news,600595,1335474576.html",中孚实业资讯,07-28 07:37
134,0,中孚实业07月26日获沪股通增持68.82万股,"/news,600595,1335021973.html",中孚实业资讯,07-27 07:53
96,0,中孚实业：融资净偿还4.55万元，融资余额7511.4万元（07-26）,"/news,600595,1335021112.html",中孚实业资讯,07-27 07:48
145,0,中孚实业07月25日获沪股通增持217.42万股,"/news,600595,1334553483.html",中孚实业资讯,07-26 07:53
87,0,中孚实业：融资净偿还232.35万元，融资余额7515.95万元（07-25）,"/news,600595,1334552629.html",中孚实业资讯,07-26 07:47
111,0,中孚实业07月24日获沪股通增持12.43万股,"/news,600595,1334096947.html",中孚实业资讯,07-25 07:48
89,0,中孚实业：融资余额7748.29万元，创近一年新高（07-24）,"/news,600595,1334094213.html",中孚实业资讯,07-25 07:32
150,0,中孚实业本周融资净买入179.41万元，居有色金属板块第十七,"/news,600595,1333572007.html",大眼看两融,07-23 03:03
151,0,中孚实业本周沪股通持股市值增加1203.71万元，居有色金属板块第十,"/news,600595,1333566414.html",胖猫周周见,07-23 02:04
203,0,中孚实业07月21日获沪股通增持59.06万股,"/news,600595,1333488483.html",中孚实业资讯,07-22 07:52
124,0,中孚实业：融资净买入30.47万元，融资余额7514.09万元（07-21）,"/news,600595,1333488377.html",中孚实业资讯,07-22 07:51
154,0,中孚实业07月20日获沪股通增持78.81万股,"/news,600595,1333062783.html",中孚实业资讯,07-21 07:49
107,0,中孚实业：融资净买入250.8万元，融资余额7483.62万元（07-20）,"/news,600595,1333060127.html",中孚实业资讯,07-21 07:32
4693,9,中孚实业：公司电解铝及铝精深加工业务在生产过程中 会产生少量的固体废弃物铝灰 铝灰中含有微量的镓金属,"/news,600595,1332933984.html",中孚实业资讯,07-20 04:49
111,0,中孚实业07月19日获沪股通增持80.97万股,"/news,600595,1332580667.html",中孚实业资讯,07-20 07:49
74,0,中孚实业：融资净偿还28.03万元，融资余额7232.82万元（07-19）,"/news,600595,1332579141.html",中孚实业资讯,07-20 07:41
582,0,大宗交易：中孚实业成交810.02万元，折价1.46%（07-19）,"/news,600595,1332473603.html",中孚实业资讯,07-19 05:23
114,0,中孚实业07月18日获沪股通增持222.1万股,"/news,600595,1332145155.html",中孚实业资讯,07-19 07:48
74,0,中孚实业：融资净买入3258元，融资余额7260.85万元（07-18）,"/news,600595,1332141828.html",中孚实业资讯,07-19 07:30
76,0,中孚实业：连续3日融资净偿还累计253.19万元（07-17）,"/news,600595,1331714001.html",中孚实业资讯,07-18 07:32
73,0,中孚实业本周融资净买入6.57万元，居有色金属板块第十九,"/news,600595,1331235580.html",大眼看两融,07-16 03:04
89,0,中孚实业：本周沪股通持股量环比减少11%，周内减仓幅度居有色金属板块第八,"/news,600595,1331229889.html",胖猫周周见,07-16 02:05
91,0,中孚实业07月14日被沪股通减持69.88万股,"/news,600595,1331146679.html",中孚实业资讯,07-15 07:51
63,0,中孚实业：融资净偿还45.43万元，融资余额7334.67万元（07-14）,"/news,600595,1331144276.html",中孚实业资讯,07-15 07:33
145,0,中孚实业：预计23年半年度归母净利润同比下降56.00%至59.00%,"/news,600595,1331046189.html",业绩预告快讯,07-14 05:36
888,3,中孚实业：预计2023年上半年净利润4亿元~4.3亿元，同比减少56%到59%,"/news,600595,1331044156.html",中孚实业资讯,07-14 05:25
100,0,中孚实业07月13日获沪股通增持61.1万股,"/news,600595,1330695858.html",中孚实业资讯,07-14 07:51
76,0,中孚实业：融资净偿还133.62万元，融资余额7380.1万元（07-13）,"/news,600595,1330694785.html",中孚实业资讯,07-14 07:44
150,0,中孚实业7月13日快速上涨,"/news,600595,1330260612.html",中孚实业资讯,07-13 09:32
120,1,中孚实业07月12日被沪股通减持109.08万股,"/news,600595,1330226446.html",中孚实业资讯,07-13 07:54
77,0,中孚实业：连续3日融资净买入累计185.61万元（07-12）,"/news,600595,1330223886.html",中孚实业资讯,07-13 07:40
92,0,中孚实业07月11日被沪股通减持5.18万股,"/news,600595,1329732486.html",中孚实业资讯,07-12 07:54
89,0,中孚实业：融资净买入110.91万元，融资余额7483.81万元（07-11）,"/news,600595,1329729615.html",中孚实业资讯,07-12 07:36
100,0,中孚实业07月10日获沪股通增持32.4万股,"/news,600595,1329298127.html",中孚实业资讯,07-11 07:50
87,0,中孚实业：融资净买入44.8万元，融资余额7372.9万元（07-10）,"/news,600595,1329297228.html",中孚实业资讯,07-11 07:45
92,0,中孚实业本周融资净偿还93.2万元，居有色金属板块第二十,"/news,600595,1328840684.html",大眼看两融,07-09 03:04
138,0,中孚实业：本周沪股通持股量环比增加22%，周内增仓幅度居有色金属板块第十,"/news,600595,1328835239.html",胖猫周周见,07-09 02:06
127,0,中孚实业07月07日获沪股通增持66.67万股,"/news,600595,1328760521.html",中孚实业资讯,07-08 07:48
91,0,中孚实业：融资净偿还145.02万元，融资余额7328.1万元（07-07）,"/news,600595,1328758867.html",中孚实业资讯,07-08 07:34
462,0,大宗交易：中孚实业成交1001.7万元，折价1.82%（07-07）,"/news,600595,1328698916.html",中孚实业资讯,07-07 05:18
94,0,中孚实业07月06日被沪股通减持67.35万股,"/news,600595,1328366304.html",中孚实业资讯,07-07 07:44
80,0,中孚实业：融资净偿还48.64万元，融资余额7473.12万元（07-06）,"/news,600595,1328364073.html",中孚实业资讯,07-07 07:31
106,0,中孚实业07月05日获沪股通增持124.14万股,"/news,600595,1327908003.html",中孚实业资讯,07-06 07:50
77,0,中孚实业：融资净买入186.85万元，融资余额7521.76万元（07-05）,"/news,600595,1327904713.html",中孚实业资讯,07-06 07:33
567,4,大宗交易：中孚实业成交810万元，折价1.46%（07-05）,"/news,600595,1327790979.html",中孚实业资讯,07-05 05:57
90,0,中孚实业07月04日被沪股通减持58.14万股,"/news,600595,1327451544.html",中孚实业资讯,07-05 07:49
79,0,中孚实业：融资净偿还120.91万元，融资余额7334.91万元（07-04）,"/news,600595,1327450814.html",中孚实业资讯,07-05 07:44
920,8,中孚实业旗下四川中孚获颁国内首批绿电铝评价证书和采购证书,"/news,600595,1327307648.html",中孚实业资讯,07-04 04:23
116,0,中孚实业07月03日获沪股通增持51.59万股,"/news,600595,1326994901.html",中孚实业资讯,07-04 07:46
89,0,中孚实业：融资净买入34.52万元，融资余额7455.82万元（07-03）,"/news,600595,1326993680.html",中孚实业资讯,07-04 07:39
82,0,中孚实业本周融资净买入6.5万元，居有色金属板块第十七,"/news,600595,1326463205.html",大眼看两融,07-02 03:03
110,0,中孚实业：本周沪股通持股量环比增加119%，周内增仓幅度居有色金属板块第五,"/news,600595,1326457809.html",胖猫周周见,07-02 02:05
124,0,中孚实业06月30日获沪股通增持86.55万股,"/news,600595,1326368368.html",中孚实业资讯,07-01 07:42
78,0,中孚实业：连续3日融资净偿还累计144.72万元（06-30）,"/news,600595,1326367087.html",中孚实业资讯,07-01 07:33
66,0,中孚实业：融资净偿还22.64万元，融资余额7531.76万元（06-29）,"/news,600595,1325936702.html",中孚实业资讯,06-30 07:52
72,0,中孚实业06月29日被沪股通减持11.37万股,"/news,600595,1325935503.html",中孚实业资讯,06-30 07:46
114,1,中孚实业06月28日被沪股通减持46.78万股,"/news,600595,1325479356.html",中孚实业资讯,06-29 07:44
58,0,中孚实业：融资净偿还11.62万元，融资余额7554.4万元（06-28）,"/news,600595,1325478072.html",中孚实业资讯,06-29 07:35
116,0,中孚实业06月27日获沪股通增持280.17万股,"/news,600595,1325005273.html",中孚实业资讯,06-28 07:45
60,0,中孚实业：融资净买入11.58万元，融资余额7566.02万元（06-27）,"/news,600595,1325002905.html",中孚实业资讯,06-28 07:32
102,0,中孚实业06月26日获沪股通增持38.93万股,"/news,600595,1324569843.html",中孚实业资讯,06-27 07:34
78,0,中孚实业：融资净买入139.64万元，融资余额7554.44万元（06-26）,"/news,600595,1324569691.html",中孚实业资讯,06-27 07:33
151,0,中孚实业股价连续3日创逾28个月新低,"/news,600595,1324429259.html",数据快报,06-26 03:45
101,0,中孚实业本周融资净偿还192.05万元，居有色金属板块第十六,"/news,600595,1323973438.html",大眼看两融,06-25 03:03
91,0,中孚实业：融资净偿还227.69万元，融资余额7414.81万元（06-21）,"/news,600595,1323734763.html",中孚实业资讯,06-22 08:06
106,0,中孚实业06月21日被沪股通减持34.54万股,"/news,600595,1323730229.html",中孚实业资讯,06-22 07:32
91,0,中孚实业06月20日获沪股通增持92.97万股,"/news,600595,1323258806.html",中孚实业资讯,06-21 07:49
78,0,中孚实业：融资余额7642.5万元，创近一年新高（06-20）,"/news,600595,1323255735.html",中孚实业资讯,06-21 07:34
172,0,中孚实业股价创逾28个月新低,"/news,600595,1323100857.html",数据快报,06-20 03:40
85,0,中孚实业06月19日被沪股通减持19.59万股,"/news,600595,1322757292.html",中孚实业资讯,06-20 07:49
66,0,中孚实业：融资净偿还96.95万元，融资余额7509.92万元（06-19）,"/news,600595,1322754473.html",中孚实业资讯,06-20 07:31
144,0,中孚实业本周融资净买入419.65万元，居有色金属板块第十一,"/news,600595,1322204782.html",大眼看两融,06-18 03:03
140,0,中孚实业：本周沪股通持股量环比减少60%，周内减仓幅度居有色金属板块第一,"/news,600595,1322199732.html",胖猫周周见,06-18 02:03
127,1,中孚实业06月16日被沪股通减持115.93万股,"/news,600595,1322097842.html",中孚实业资讯,06-17 07:46
97,0,中孚实业：融资余额7606.86万元，创近一年新高（06-16）,"/news,600595,1322096248.html",中孚实业资讯,06-17 07:35
574,1,大宗交易：机构账户买入中孚实业789.25万元（06-16）,"/news,600595,1321993344.html",中孚实业资讯,06-16 05:17
96,0,中孚实业06月15日被沪股通减持33.71万股,"/news,600595,1321621739.html",中孚实业资讯,06-16 07:36
80,0,中孚实业：融资余额7500.9万元，创近一年新高（06-15）,"/news,600595,1321620682.html",中孚实业资讯,06-16 07:31
102,0,中孚实业：融资余额7339.35万元，创近一年新高（06-14）,"/news,600595,1321107708.html",中孚实业资讯,06-15 07:50
93,0,中孚实业06月14日被沪股通减持126.31万股,"/news,600595,1321105420.html",中孚实业资讯,06-15 07:38
111,0,中孚实业06月13日获沪股通增持60.41万股,"/news,600595,1320598040.html",中孚实业资讯,06-14 07:42
74,0,中孚实业：连续4日融资净偿还累计153.45万元（06-13）,"/news,600595,1320596236.html",中孚实业资讯,06-14 07:31
75,0,中孚实业06月12日被沪股通减持13.59万股,"/news,600595,1320115763.html",中孚实业资讯,06-13 07:36
