read amount,comments,title,content link,author,create time
55,0,超频三8月2日快速上涨,"/news,300647,1337062422.html",超频三资讯,08-02 09:30
60,0,超频三8月2日开盘涨幅达5%,"/news,300647,1337057866.html",超频三资讯,08-02 09:26
906,1,超频三：截至目前 公司募投项目“锂电池正极关键材料生产基地建设一期子项目”厂房建设已基本封顶,"/news,300647,1336458725.html",超频三资讯,07-31 05:15
764,3,大宗交易：超频三成交326.34万元，折价15.03%（07-21）,"/news,300647,1333394252.html",超频三资讯,07-21 04:33
115,0,超频三7月19日开盘涨幅达5%,"/news,300647,1332175244.html",超频三资讯,07-19 09:31
75,0,超频三7月19日快速上涨,"/news,300647,1332174523.html",超频三资讯,07-19 09:30
673,3,大宗交易：超频三成交347.76万元，折价13.03%（07-05）,"/news,300647,1327770404.html",超频三资讯,07-05 04:37
1665,8,超频三：公司锂电池正极关键材料生产基地建设一期项目正全力加快推进建设,"/news,300647,1327399210.html",超频三资讯,07-04 10:01
357,0,超频三股东户数增加1.63%，户均持股11.14万元,"/news,300647,1321028244.html",超频三资讯,06-14 08:07
1117,3,超频三：拟终止5G散热工业园建设募投项目，将剩余募资永久补充流动资金,"/news,300647,1320979088.html",超频三资讯,06-14 04:36
94,0,超频三6月12日盘中涨幅达5%,"/news,300647,1319758393.html",超频三资讯,06-12 10:19
73,0,超频三6月12日快速上涨,"/news,300647,1319758388.html",超频三资讯,06-12 10:19
109,0,超频三6月8日快速反弹,"/news,300647,1318535323.html",超频三资讯,06-08 09:41
492,1,超频三股东户数增加265户，户均持股11.46万元,"/news,300647,1316273021.html",超频三资讯,06-01 08:11
1111,1,超频三：锂电池正极关键材料生产基地建设一期项目厂房建设现已基本封顶,"/news,300647,1311775289.html",超频三资讯,05-22 01:43
399,1,浙商证券维持超频三买入评级 预计2023年净利润同比增长385.59%,"/news,300647,1308368435.html",公司研报提示,05-12 10:09
1128,6,超频三：公司锂电池正极关键材料生产基地建设一期项目正全力加快推进建设中,"/news,300647,1305872886.html",超频三资讯,05-05 04:49
192,0,超频三股价连续2日创近1年新低,"/news,300647,1305852871.html",数据快报,05-05 03:37
262,2,超频三股价创近1年新低,"/news,300647,1305335697.html",数据快报,05-04 03:36
369,0,超频三：2022年净利润1935.8万元，同比扭亏为盈,"/news,300647,1303451988.html",一句话财报,04-26 10:06
399,1,超频三：2023年一季度净利润-1405.68万，上年同期盈利2640.74万元,"/news,300647,1303451371.html",一句话财报,04-26 10:04
364,0,超频三股东户数增加3.95%，户均持股12.99万元,"/news,300647,1303443139.html",超频三资讯,04-26 09:40
170,0,超频三4月24日快速反弹,"/news,300647,1301807079.html",超频三资讯,04-24 09:38
183,0,超频三4月21日盘中跌幅达5%,"/news,300647,1301154989.html",超频三资讯,04-21 11:25
184,0,超频三4月20日盘中涨幅达5%,"/news,300647,1300526482.html",超频三资讯,04-20 11:14
1935,10,超频三：控股股东、实控人之一张魁减持2%公司股份 套现约7054.68万元,"/news,300647,1290054792.html",超频三资讯,03-24 04:48
1848,17,大宗交易：机构账户买入超频三1629.05万元（03-09）,"/news,300647,1284569026.html",超频三资讯,03-09 06:46
901,5,大宗交易：超频三成交385.02万元，折价14.30%（03-06）,"/news,300647,1283275852.html",超频三资讯,03-06 06:00
776,2,超频三股东户数增加1.88%，户均持股14.23万元,"/news,300647,1282721869.html",超频三资讯,03-03 05:52
1475,6,大宗交易：超频三成交395.28万元，折价13.37%（02-17）,"/news,300647,1278501420.html",超频三资讯,02-17 04:28
634,0,超频三：预计22年年度归母净利润为1554万元至2331万元,"/news,300647,1272905712.html",业绩预告快讯,02-01 12:11
984,4,大宗交易：超频三成交384.48万元，折价16.04%（01-30）,"/news,300647,1272457752.html",超频三资讯,01-30 06:00
1751,5,超频三：控股股东、实控人之一张魁拟减持不超1%公司股份,"/news,300647,1271854036.html",超频三资讯,01-20 04:19
1169,5,大宗交易：超频三成交369.3万元，折价15.25%（01-16）,"/news,300647,1270614326.html",超频三资讯,01-16 06:00
707,0,超频三股东户数增加2.59%，户均持股13.69万元,"/news,300647,1264581624.html",超频三资讯,12-27 06:08
390,0,超频三人气较昨日提升2983 现居飙升榜第七,"/news,300647,1261864298.html",数据快报,12-20 11:08
954,1,大宗交易：超频三成交378.05万元，折价12.44%（12-19）,"/news,300647,1261565647.html",超频三资讯,12-19 06:00
1258,6,大宗交易：超频三成交387.86万元，折价14.25%（11-30）,"/news,300647,1253167624.html",超频三资讯,11-30 06:00
1147,5,大宗交易：超频三成交401.29万元，折价14.43%（11-24）,"/news,300647,1250774907.html",超频三资讯,11-24 06:02
767,1,浙商证券首次给予超频三买入评级 目标价11.1元,"/news,300647,1246081524.html",公司研报提示,11-13 10:26
1662,3,超频三：锂电池正极关键材料生产基地建设项目二期计划于2023年1月开工 2023年12月建成投产,"/news,300647,1245948802.html",超频三资讯,11-11 10:00
675,1,超频三股东户数增加3.69%，户均持股16.46万元,"/news,300647,1243247231.html",超频三资讯,11-04 07:39
576,1,信达证券维持超频三买入评级 预计2022年净利润同比增长136.49%,"/news,300647,1240725188.html",公司研报提示,10-30 04:36
616,0,东北证券首次给予超频三买入评级 预计2022年净利润同比增长134.64%,"/news,300647,1240475844.html",公司研报提示,10-28 05:31
743,2,【图解季报】超频三：2022年前三季度归母净利润3525万元，同比扭亏为盈,"/news,300647,1240168618.html",超频三资讯,10-28 10:18
483,1,超频三股东户数增加1.45%，户均持股15.15万元,"/news,300647,1239982743.html",超频三资讯,10-27 09:37
851,0,超频三：2022年前三季度净利润3525.41万元，同比扭亏为盈,"/news,300647,1239941867.html",一句话财报,10-27 07:50
706,7,超频三：控股股东、实控人进行股票质押式回购交易,"/news,300647,1227027556.html",超频三资讯,09-13 11:14
638,1,【调研快报】超频三接待兴业全球基金等多家机构调研,"/news,300647,1223395754.html",超频三资讯,08-31 09:02
