read amount,comments,title,content link,author,create time
89,0,百利电气8月2日开盘涨停,"/news,600468,1337057862.html",百利电气资讯,08-02 09:26
256,2,百利电气8月1日盘中涨停,"/news,600468,1336803906.html",百利电气资讯,08-01 01:17
58,0,百利电气8月1日盘中涨幅达5%,"/news,600468,1336803100.html",百利电气资讯,08-01 01:16
51,0,百利电气8月1日快速上涨,"/news,600468,1336803098.html",百利电气资讯,08-01 01:16
92,0,百利电气8月1日快速反弹,"/news,600468,1336791962.html",百利电气资讯,08-01 01:01
129,0,百利电气7月28日快速上涨,"/news,600468,1335543266.html",百利电气资讯,07-28 09:52
122,0,百利电气7月28日快速回调,"/news,600468,1335514519.html",百利电气资讯,07-28 09:36
202,1,百利电气7月27日快速上涨,"/news,600468,1335219806.html",百利电气资讯,07-27 01:06
118,0,百利电气7月27日快速反弹,"/news,600468,1335059003.html",百利电气资讯,07-27 09:35
173,1,百利电气7月26日快速上涨,"/news,600468,1334837465.html",百利电气资讯,07-26 02:52
255,4,百利电气7月26日快速反弹,"/news,600468,1334783321.html",百利电气资讯,07-26 01:48
1746,6,百利电气：公司第三期员工持股计划尚未开始购买公司股票,"/news,600468,1331099562.html",百利电气资讯,07-14 09:18
1734,9,百利电气：公司没有金属材料产业,"/news,600468,1329193774.html",百利电气资讯,07-10 04:51
1920,1,百利电气6月28日快速上涨,"/news,600468,1325252469.html",百利电气资讯,06-28 01:41
429,9,百利电气5月26日快速反弹,"/news,600468,1313521423.html",百利电气资讯,05-26 09:43
344,3,百利电气5月23日快速回调,"/news,600468,1312035493.html",百利电气资讯,05-23 09:39
241,0,百利电气5月22日快速反弹,"/news,600468,1311572967.html",百利电气资讯,05-22 09:36
170,0,百利电气5月18日盘中跌幅达5%,"/news,600468,1310413170.html",百利电气资讯,05-18 09:39
4730,14,2连板百利电气：公司目前生产经营正常 未发现涉及热点概念事项等,"/news,600468,1310309085.html",百利电气资讯,05-17 09:41
5214,25,百利电气5月17日龙虎榜数据,"/news,600468,1310249216.html",百利电气资讯,05-17 05:27
17343,138,百利电气(600468)龙虎榜数据(05-17),"/news,600468,1310241097.html",百利电气资讯,05-17 04:59
222,0,百利电气5月17日盘中涨停,"/news,600468,1310075921.html",百利电气资讯,05-17 11:27
184,0,百利电气5月17日盘中涨幅达5%,"/news,600468,1310030468.html",百利电气资讯,05-17 10:40
15012,57,百利电气(600468)龙虎榜数据(05-16),"/news,600468,1309785287.html",百利电气资讯,05-16 04:59
244,0,百利电气5月16日快速上涨,"/news,600468,1309467794.html",百利电气资讯,05-16 09:35
